noise_sigma,regularization,latent_index,repetition,baseline_mse,guide_mse,target_knot_f1,knot_count
0.03,0.001,1,1,0.6432895912792179,0.8587177494180775,0.23728813559322035,54
0.03,0.001,1,2,0.7531046150413008,0.8620692940265479,0.17910447761194032,62
0.03,0.001,1,3,0.7049617569090897,0.8629284863997668,0.21052631578947367,52
0.03,0.001,1,4,0.7501607699624042,0.8626501079151853,0.19672131147540986,56
0.03,0.001,2,0,0.4683554536900038,0.6815897856658255,0.14925373134328357,62
0.03,0.001,2,1,0.44683769568664733,0.6844406974504513,0.1846153846153846,60
0.03,0.001,2,2,0.5936703888520508,0.6782231920709014,0.18181818181818182,61
0.03,0.001,2,3,0.5996146310426966,0.6812148322455075,0.15625,59
0.03,0.001,2,4,0.578417501408704,0.6885119282046801,0.17647058823529413,63
0.03,0.001,3,0,0.615968560973055,0.9646440880428774,0.044444444444444446,40
