noise_sigma,ratio,regularization,latent_index,repetition,baseline_mse,guide_mse,target_knot_f1,knot_count
0.1,1.0,0.1,5,3,0.3425208111560604,0.7380659903610082,0.0,9
0.1,1.0,0.1,5,4,0.3164119931545337,0.7296822777481512,0.0,9
0.1,1.0,0.1,6,0,0.5132918051066341,0.7577533483919288,0.0,9
0.1,1.0,0.1,6,1,0.9140986516829794,0.7452518531951825,0.0,9
0.1,1.0,0.1,6,2,0.31719885522906976,0.7505517325573574,0.0,9
0.1,1.0,0.1,6,3,0.3400202953045364,0.7674498419932755,0.0,9
0.1,1.0,0.1,6,4,0.206950771008041,0.7559718746638707,0.0,9
0.1,1.0,0.1,7,0,0.429311959517856,0.7161053840001266,0.0,9
0.1,1.0,0.1,7,1,0.30437416438871095,0.7076730743321269,0.0,9
0.1,1.0,0.1,7,2,0.48017804240472833,0.7188673556950972,0.0,9
0.1,1.0,0.1,7,3,0.24721207108760776,0.7371683021397301,0.0,9
0.1,1.0,0.1,7,4,0.5397026371358615,0.721118902148833,0.0,9
0.1,3.0,0.30000000000000004,0,0,0.6177532053280849,0.7969315237230115,0.0,9
0.1,3.0,0.30000000000000004,0,1,0.6076291203941856,0.7996807807058839,0.0,9
0.1,3.0,0.30000000000000004,0,2,0.5602162725948421,0.8081489167196617,0.0,9
0.1,3.0,0.30000000000000004,0,3,1.0808154856365193,0.7810488678057259,0.0,9
0.1,3.0,0.30000000000000004,0,4,0.7294034163783419,0.8018576210948977,0.0,9
0.1,3.0,0.30000000000000004,1,0,0.5025014201904026,0.6068640967992465,0.0,9
0.1,3.0,0.30000000000000004,1,1,0.516593547657221,0.6115613983470848,0.0,9
0.1,3.0,0.30000000000000004,1,2,0.7599623446350712,0.6175154679302719,0.0,9
0.1,3.0,0.30000000000000004,1,3,0.7396509194918048,0.6018499701218161,0.0,9
0.1,3.0,0.30000000000000004,1,4,0.7058868396231047,0.5856967540682436,0.0,9
0.1,3.0,0.30000000000000004,2,0,0.5059729806321307,0.7566144715692487,0.0,9
0.1,3.0,0.30000000000000004,2,1,0.5226298577926295,0.7544922024153303,0.0,9
0.1,3.0,0.30000000000000004,2,2,0.4877854773212177,0.7422412044944852,0.0,9
0.1,3.0,0.30000000000000004,2,3,0.6070713805776597,0.756735525063498,0.0,9
0.1,3.0,0.30000000000000004,2,4,0.5663321991989461,0.7404138663786958,0.0,9
0.1,3.0,0.30000000000000004,3,0,0.6963978290383164,0.5850546032604321,0.0,9
0.1,3.0,0.30000000000000004,3,1,0.32699236243900703,0.5633399594923784,0.0,9
0.1,3.0,0.30000000000000004,3,2,0.46133622050151485,0.5791210674953657,0.0,9
0.1,3.0,0.30000000000000004,3,3,0.33979634848528806,0.5669680402589136,0.0,9
0.1,3.0,0.30000000000000004,3,4,0.49942065636629035,0.5849045651665044,0.0,9
0.1,3.0,0.30000000000000004,4,0,0.3498388178657516,0.822766999196506,0.0,9
0.1,3.0,0.30000000000000004,4,1,0.6457786168929716,0.8337779393140982,0.0,9
0.1,3.0,0.30000000000000004,4,2,1.238515850367835,0.8239192365187756,0.0,9
0.1,3.0,0.30000000000000004,4,3,0.36085392530199045,0.7972756345367802,0.0,9
0.1,3.0,0.30000000000000004,4,4,0.6982665590204801,0.8289624119490151,0.0,9
0.1,3.0,0.30000000000000004,5,0,0.4860361515881635,0.6691407646390704,0.0,9
0.1,3.0,0.30000000000000004,5,1,0.39466902652441327,0.6797350164777527,0.0,9
0.1,3.0,0.30000000000000004,5,2,0.7923667613069011,0.6563048283313372,0.0,9
0.1,3.0,0.30000000000000004,5,3,0.6758741579628048,0.6635240525400367,0.0,9
0.1,3.0,0.30000000000000004,5,4,0.7746304126536345,0.6565280130330956,0.0,9
0.1,3.0,0.30000000000000004,6,0,0.607223249582111,0.681505245474864,0.0,9
0.1,3.0,0.30000000000000004,6,1,0.6294463395854428,0.6710369405620141,0.0,9
0.1,3.0,0.30000000000000004,6,2,1.108213053886752,0.6755928133580944,0.0,9
0.1,3.0,0.30000000000000004,6,3,1.1370005011471327,0.6913220739732511,0.0,9
0.1,3.0,0.30000000000000004,6,4,0.5163338186754931,0.6807412541890562,0.0,9
0.1,3.0,0.30000000000000004,7,0,0.7061308551076959,0.6426745304180435,0.0,9
0.1,3.0,0.30000000000000004,7,1,0.5182429514534126,0.6359381816993901,0.0,9
0.1,3.0,0.30000000000000004,7,2,0.502002905171553,0.6456340891236192,0.0,9
0.1,3.0,0.30000000000000004,7,3,0.6578668473005166,0.6627420266301395,0.0,9
0.1,3.0,0.30000000000000004,7,4,0.32881023250093505,0.6484844861521534,0.0,9
0.1,10.0,1.0,0,0,0.6548558583753404,0.5756406159655628,0.14285714285714285,9
0.1,10.0,1.0,0,1,0.9234751585574876,0.5758855436779263,0.0,9
0.1,10.0,1.0,0,2,0.5955087028810333,0.5862239704638179,0.0,9
0.1,10.0,1.0,0,3,0.6161859176392779,0.563256620714248,0.0,9
0.1,10.0,1.0,0,4,0.30661189992857946,0.5798909997358507,0.0,9
0.1,10.0,1.0,1,0,0.6801990593036916,0.4191836232306488,0.0,7
0.1,10.0,1.0,1,1,0.6198836567199237,0.42262158404538985,0.0,8
0.1,10.0,1.0,1,2,0.3896150101584237,0.42650738407713207,0.0,9
0.1,10.0,1.0,1,3,0.6598819484321207,0.41452248775345096,0.0,7
0.1,10.0,1.0,1,4,0.7456177126839418,0.40067603023164383,0.0,8
0.1,10.0,1.0,2,0,0.46442163262704683,0.5416745359759906,0.0,9
0.1,10.0,1.0,2,1,0.7465371772049479,0.5423071515575443,0.0,7
0.1,10.0,1.0,2,2,0.4593985000185514,0.5288662144121973,0.0,9
0.1,10.0,1.0,2,3,0.4214251327281816,0.5410346752871049,0.0,9
0.1,10.0,1.0,2,4,0.46934214989522616,0.5291362971120752,0.0,9
0.1,10.0,1.0,3,0,0.33537299856045316,0.4032437113079165,0.0,9
0.1,10.0,1.0,3,1,0.349282394518647,0.38447008948440853,0.0,9
0.1,10.0,1.0,3,2,0.5011038622243322,0.39666818080475524,0.0,8
0.1,10.0,1.0,3,3,0.42354475655892315,0.3878686559280365,0.0,9
0.1,10.0,1.0,3,4,0.37194487889958777,0.4021793434640172,0.0,9
0.1,10.0,1.0,4,0,0.804000537873199,0.6003560876915363,0.0,9
0.1,10.0,1.0,4,1,0.8357641861637578,0.6099196256805173,0.0,8
0.1,10.0,1.0,4,2,0.6265430615278283,0.6028370049168144,0.0,9
0.1,10.0,1.0,4,3,0.3823833643235069,0.5780886823521219,0.0,9
0.1,10.0,1.0,4,4,0.39985103574131947,0.6061417895347617,0.0,9
0.1,10.0,1.0,5,0,0.5408256535074446,0.46612948616193906,0.0,8
0.1,10.0,1.0,5,1,0.5339390720795573,0.4746552345825972,0.0,8
0.1,10.0,1.0,5,2,0.6340479498284519,0.4555573479651602,0.0,9
0.1,10.0,1.0,5,3,0.44625988022038804,0.46111005371024444,0.0,9
0.1,10.0,1.0,5,4,0.50417930724335,0.4567236031284462,0.0,9
0.1,10.0,1.0,6,0,0.4526804649367691,0.4784688272965256,0.0,9
0.1,10.0,1.0,6,1,0.5201543644444913,0.47112394783402595,0.0,9
0.1,10.0,1.0,6,2,0.4732886465855637,0.4752934271912776,0.0,8
0.1,10.0,1.0,6,3,0.5315413221340936,0.4854504243300396,0.0,8
0.1,10.0,1.0,6,4,0.5570927361756587,0.47605586476240763,0.0,8
0.1,10.0,1.0,7,0,0.7031429224275014,0.4463424005635568,0.0,9
0.1,10.0,1.0,7,1,0.46154157371807975,0.4425671114472796,0.0,9
0.1,10.0,1.0,7,2,0.39947735617601593,0.44645575289563594,0.0,9
0.1,10.0,1.0,7,3,0.5566480887251336,0.4615942337952785,0.0,9
0.1,10.0,1.0,7,4,0.4326135780237965,0.45116948863156986,0.0,9
0.1,30.0,3.0,0,0,0.25358864411090726,0.25671810090055996,0.0,8
0.1,30.0,3.0,0,1,0.6521442588024213,0.2543230557049999,0.0,5
0.1,30.0,3.0,0,2,0.3232111500128124,0.2645503014567391,0.0,7
0.1,30.0,3.0,0,3,0.4553036805783607,0.2510065711021932,0.0,6
0.1,30.0,3.0,0,4,0.2437605094268257,0.2590030935616212,0.0,8
0.1,30.0,3.0,1,0,0.5982635635407718,0.15293337982277963,0.0,6
0.1,30.0,3.0,1,1,0.17460216954546645,0.1532319769002162,0.0,5
0.1,30.0,3.0,1,2,0.1696856517493341,0.15250826598512782,0.0,6
0.1,30.0,3.0,1,3,0.1410509901284237,0.14873210845061266,0.0,8
0.1,30.0,3.0,1,4,0.14463291760782693,0.1448123284303927,0.0,9
0.1,30.0,3.0,2,0,0.25241273929024927,0.24583547185308324,0.0,6
0.1,30.0,3.0,2,1,0.4401987159285015,0.2488215514240869,0.0,6
0.1,30.0,3.0,2,2,0.25770319379795287,0.2355877805401519,0.0,6
0.1,30.0,3.0,2,3,0.2184011130485154,0.2429415882869315,0.0,7
0.1,30.0,3.0,2,4,0.25024508512806243,0.2396584632383741,0.0,7
0.1,30.0,3.0,3,0,0.17350415136091435,0.1720631222723695,0.0,6
0.1,30.0,3.0,3,1,0.23203419254850915,0.16087806704517527,0.3333333333333333,7
0.1,30.0,3.0,3,2,0.16637178821680954,0.16579472136844264,0.0,8
0.1,30.0,3.0,3,3,0.16292208885519174,0.16318489335498845,0.0,7
0.1,30.0,3.0,3,4,0.17776010905968084,0.16732689223287056,0.0,6
0.1,30.0,3.0,4,0,0.2663525671701159,0.28705394318436306,0.0,8
0.1,30.0,3.0,4,1,0.2928676969537733,0.2888056595121453,0.0,8
0.1,30.0,3.0,4,2,0.38273649493774486,0.28891869806704695,0.0,7
0.1,30.0,3.0,4,3,0.26762165851458897,0.27004158561624403,0.0,6
0.1,30.0,3.0,4,4,0.5681684365948871,0.291358697179104,0.0,6
0.1,30.0,3.0,5,0,0.17739631494039482,0.18394755423054834,0.0,6
0.1,30.0,3.0,5,1,0.21098148988556284,0.19012213714632306,0.0,7
0.1,30.0,3.0,5,2,0.41503429497740996,0.180403463137882,0.0,6
0.1,30.0,3.0,5,3,0.2365737191093118,0.1834075413217945,0.0,5
0.1,30.0,3.0,5,4,0.42326373939784917,0.18477410858162008,0.18181818181818182,6
0.1,30.0,3.0,6,0,0.33494576894163036,0.18632583836603078,0.0,6
0.1,30.0,3.0,6,1,0.2537049876327471,0.1840423828692402,0.0,6
0.1,30.0,3.0,6,2,0.2343128022163905,0.1834496288533078,0.0,7
0.1,30.0,3.0,6,3,0.15634313164057892,0.19083129979431188,0.0,9
0.1,30.0,3.0,6,4,0.2498316404691769,0.1828072702054075,0.0,6
0.1,30.0,3.0,7,0,0.3219133714914355,0.17810097150981716,0.0,7
0.1,30.0,3.0,7,1,0.18955897109490075,0.17289057571281424,0.0,8
0.1,30.0,3.0,7,2,0.22415889880364875,0.1695261079103431,0.0,8
0.1,30.0,3.0,7,3,0.6220979250887678,0.18066418931106543,0.0,6
0.1,30.0,3.0,7,4,0.42605252601794913,0.17988208332858283,0.0,8
