noise_sigma,ratio,regularization,latent_index,first_repetition,second_repetition,knot_jaccard,guide_l2_ratio,hcrd_baseline_l2_ratio
0.03,10.0,0.3,1,1,4,0.6363636363636364,0.37512188555646125,16.792498950849392
0.03,10.0,0.3,1,2,3,0.38461538461538464,0.44305027982821144,21.738483087984573
0.03,10.0,0.3,1,2,4,0.2857142857142857,0.4468046432943483,28.21362435688438
0.03,10.0,0.3,1,3,4,0.5,0.32427432600902706,18.789753669900627
0.03,10.0,0.3,2,0,1,0.6363636363636364,0.33416811135084323,21.003736227985033
0.03,10.0,0.3,2,0,2,0.38461538461538464,0.3262513717239862,23.37854095237673
0.03,10.0,0.3,2,0,3,0.5,0.32368825187763783,19.68902150442204
0.03,10.0,0.3,2,0,4,0.125,0.30532191427688243,33.42334664397299
0.03,10.0,0.3,2,1,2,0.38461538461538464,0.38492832690044104,23.914927749743693
0.03,10.0,0.3,2,1,3,0.5,0.31131127797079905,20.63630383652299
0.03,10.0,0.3,2,1,4,0.2857142857142857,0.34268203965869765,28.648737269180955
0.03,10.0,0.3,2,2,3,0.5,0.3477999171989034,13.689280919762144
0.03,10.0,0.3,2,2,4,0.5,0.351890081731923,27.19650040602455
0.03,10.0,0.3,2,3,4,0.38461538461538464,0.3123625074372067,31.473367881941734
0.03,10.0,0.3,3,0,1,0.2,0.4028653808868748,31.334927217627307
0.03,10.0,0.3,3,0,2,0.5,0.330674856325555,28.57608137946186
0.03,10.0,0.3,3,0,3,0.6363636363636364,0.3902307621763151,18.615261584845452
0.03,10.0,0.3,3,0,4,0.5,0.3588523015365964,23.4587608722251
0.03,10.0,0.3,3,1,2,0.2857142857142857,0.4115488674182765,19.362076801113616
0.03,10.0,0.3,3,1,3,0.125,0.4109866488303623,28.532599578069696
0.03,10.0,0.3,3,1,4,0.2857142857142857,0.34788280440104147,28.675312565508943
0.03,10.0,0.3,3,2,3,0.6363636363636364,0.37238818774951316,22.01714271083977
0.03,10.0,0.3,3,2,4,0.38461538461538464,0.3464174328028675,19.859334699181197
0.03,10.0,0.3,3,3,4,0.6363636363636364,0.379482348499528,17.37323925802326
0.03,10.0,0.3,4,0,1,0.5,0.39896712986773225,28.38880645510507
0.03,10.0,0.3,4,0,2,0.38461538461538464,0.44040118545397455,31.15724626973239
0.03,10.0,0.3,4,0,3,0.38461538461538464,0.36681556966483286,35.31267618191096
0.03,10.0,0.3,4,0,4,0.5,0.37647689758458325,26.6129352479241
0.03,10.0,0.3,4,1,2,0.6363636363636364,0.4469312034449147,15.750201601329955
0.03,10.0,0.3,4,1,3,0.5,0.4030846932117503,22.44334450583513
0.03,10.0,0.3,4,1,4,0.8,0.33340546671734217,5.260288289099548
0.03,10.0,0.3,4,2,3,0.8,0.442338734973972,14.366601439359206
0.03,10.0,0.3,4,2,4,0.8,0.44777794859293407,14.417393616978947
0.03,10.0,0.3,4,3,4,0.6363636363636364,0.3853756458876972,21.753681887864733
0.03,10.0,0.3,5,0,1,0.38461538461538464,0.4188195330956671,28.224816918786463
0.03,10.0,0.3,5,0,2,0.5,0.4273056155883113,22.138715883031715
0.03,10.0,0.3,5,0,3,0.5,0.408254015509082,13.576122074664116
0.03,10.0,0.3,5,0,4,0.5,0.34628287645378286,21.735880389353355
0.03,10.0,0.3,5,1,2,0.5,0.3782271541775473,18.155932482026493
0.03,10.0,0.3,5,1,3,0.8,0.40775700825593286,23.771768974001812
0.03,10.0,0.3,5,1,4,0.125,0.3691672568661499,27.398329599846047
0.03,10.0,0.3,5,2,3,0.6363636363636364,0.35099849278709,18.624744011642388
0.03,10.0,0.3,5,2,4,0.38461538461538464,0.33628909574991117,15.661725933976703
0.03,10.0,0.3,5,3,4,0.2,0.36334095953922596,26.890793617268958
0.03,10.0,0.3,6,0,1,0.38461538461538464,0.3587196884117432,24.093125794425653
0.03,10.0,0.3,6,0,2,0.6363636363636364,0.3438901156808158,23.972332576717825
0.03,10.0,0.3,6,0,3,0.5,0.33858284220662294,20.178198532435225
0.03,10.0,0.3,6,0,4,0.8,0.3354269658883519,15.496859503063483
0.03,10.0,0.3,6,1,2,0.6363636363636364,0.4086583739793538,14.773830096758493
0.03,10.0,0.3,6,1,3,0.5,0.40654963383050585,24.53263040907697
0.03,10.0,0.3,6,1,4,0.5,0.3806714208957754,17.203469267182555
0.03,10.0,0.3,6,2,3,0.5,0.39233437803039506,25.395893499826155
0.03,10.0,0.3,6,2,4,0.5,0.3949493567777136,21.42837510277658
0.03,10.0,0.3,6,3,4,0.2857142857142857,0.37929256256776867,18.280121073716757
0.03,10.0,0.3,7,0,1,0.38461538461538464,0.286643083970915,23.935757280416155
0.03,10.0,0.3,7,0,2,0.2,0.3435956753871623,31.492365211579187
0.03,10.0,0.3,7,0,3,0.2857142857142857,0.41029345979751036,30.73126753199341
0.03,10.0,0.3,7,0,4,0.5,0.38494085935097133,22.280326462272292
0.03,10.0,0.3,7,1,2,0.38461538461538464,0.3017215389696904,29.027097821085416
0.03,10.0,0.3,7,1,3,0.5,0.378303364938785,26.013574127636357
0.03,10.0,0.3,7,1,4,0.5,0.39378116537920776,22.90568310927589
0.03,10.0,0.3,7,2,3,0.8,0.40709572520113024,9.972233258532503
0.03,10.0,0.3,7,2,4,0.38461538461538464,0.4031962827647188,18.670457188931568
0.03,10.0,0.3,7,3,4,0.6363636363636364,0.34402606255793966,16.786757814473418
0.03,30.0,0.8999999999999999,0,0,1,0.5454545454545454,0.3196226438282613,22.584750562293127
0.03,30.0,0.8999999999999999,0,0,2,0.5454545454545454,0.29824488282389194,30.283005886884474
0.03,30.0,0.8999999999999999,0,0,3,0.8888888888888888,0.17215334233545881,14.27063797936391
0.03,30.0,0.8999999999999999,0,0,4,0.6363636363636364,0.2563253965832105,27.077487091385215
0.03,30.0,0.8999999999999999,0,1,2,0.6,0.28970403946736345,19.691217852436353
0.03,30.0,0.8999999999999999,0,1,3,0.6,0.2636409833832937,16.296820881555675
0.03,30.0,0.8999999999999999,0,1,4,0.5454545454545454,0.3048794220152137,24.49647760714105
0.03,30.0,0.8999999999999999,0,2,3,0.6,0.2745500163278548,25.05992073260565
0.03,30.0,0.8999999999999999,0,2,4,0.8888888888888888,0.2415687733075068,15.313530165835537
0.03,30.0,0.8999999999999999,0,3,4,0.5454545454545454,0.24808876926902648,30.14697438412581
0.03,30.0,0.8999999999999999,1,0,1,0.8888888888888888,0.23591353577113464,2.518272048786536
0.03,30.0,0.8999999999999999,1,0,2,0.5454545454545454,0.30772180714448283,15.045723284951801
0.03,30.0,0.8999999999999999,1,0,3,0.7,0.2480013562479309,4.664420186527791
0.03,30.0,0.8999999999999999,1,0,4,0.6666666666666666,0.248450247824566,20.786815969120152
0.03,30.0,0.8999999999999999,1,1,2,0.5,0.2554173433100613,16.883977560602947
0.03,30.0,0.8999999999999999,1,1,3,0.8,0.2616261421985452,4.206806995622369
0.03,30.0,0.8999999999999999,1,1,4,0.6,0.23635340614339775,23.551479362365043
0.03,30.0,0.8999999999999999,1,2,3,0.6363636363636364,0.3307625123187018,15.61073492914292
0.03,30.0,0.8999999999999999,1,2,4,0.6,0.2882371947674337,13.363513875031721
0.03,30.0,0.8999999999999999,1,3,4,0.7777777777777778,0.21980314514972404,21.302140510570528
0.03,30.0,0.8999999999999999,2,0,1,0.5454545454545454,0.19407205778812137,25.868255061612725
0.03,30.0,0.8999999999999999,2,0,2,0.8,0.2572364259350012,13.21734924800412
0.03,30.0,0.8999999999999999,2,0,3,0.7,0.18293360902267738,20.58796766611128
0.03,30.0,0.8999999999999999,2,0,4,0.5454545454545454,0.19315968072903145,21.04260174218329
0.03,30.0,0.8999999999999999,2,1,2,0.7,0.26514188667016364,21.555946695435058
0.03,30.0,0.8999999999999999,2,1,3,0.6,0.24433180250058173,26.46277265676607
0.03,30.0,0.8999999999999999,2,1,4,0.7777777777777778,0.23680639100490847,21.945134350504972
0.03,30.0,0.8999999999999999,2,2,3,0.8888888888888888,0.2439203136974126,12.198618706334331
0.03,30.0,0.8999999999999999,2,2,4,0.7,0.21564202567757923,14.127968289767077
0.03,30.0,0.8999999999999999,2,3,4,0.7777777777777778,0.18031361246980024,8.55689746418412
0.03,30.0,0.8999999999999999,3,0,1,0.8888888888888888,0.30199616835086573,10.498981855343786
0.03,30.0,0.8999999999999999,3,0,2,0.8888888888888888,0.2423610999416096,10.803504260098288
0.03,30.0,0.8999999999999999,3,0,3,0.7777777777777778,0.30482222897694533,15.555042766850404
0.03,30.0,0.8999999999999999,3,0,4,0.7,0.2521553384169706,17.451350129735566
0.03,30.0,0.8999999999999999,3,1,2,1.0,0.261887885416691,0.7485211123831266
0.03,30.0,0.8999999999999999,3,1,3,0.7,0.25334588357620946,17.486069546256164
0.03,30.0,0.8999999999999999,3,1,4,0.8,0.24125302794850892,14.951818941997757
0.03,30.0,0.8999999999999999,3,2,3,0.7,0.1807390079958874,17.79668795055968
0.03,30.0,0.8999999999999999,3,2,4,0.8,0.2382294375994632,13.65237378200357
0.03,30.0,0.8999999999999999,3,3,4,0.8888888888888888,0.23498535518991176,11.177161713981677
0.03,30.0,0.8999999999999999,4,0,1,0.8,0.2933877544329216,14.959914798686636
0.03,30.0,0.8999999999999999,4,0,2,0.6363636363636364,0.3692274823437248,14.45291729099737
0.03,30.0,0.8999999999999999,4,0,3,0.8,0.2971181421984183,1.6080141632822518
0.03,30.0,0.8999999999999999,4,0,4,0.8,0.27433109614207907,14.790119651171564
0.03,30.0,0.8999999999999999,4,1,2,0.8,0.3367100822448747,1.609899907022522
0.03,30.0,0.8999999999999999,4,1,3,0.8,0.23969913114918145,14.956942751972484
0.03,30.0,0.8999999999999999,4,1,4,1.0,0.23309971847013702,0.9369083592939211
0.03,30.0,0.8999999999999999,4,2,3,0.6363636363636364,0.31112805687904393,14.535865009344183
0.03,30.0,0.8999999999999999,4,2,4,0.8,0.3470803540583099,1.4698525895232948
0.03,30.0,0.8999999999999999,4,3,4,0.8,0.21416886329756635,15.275817328427241
0.03,30.0,0.8999999999999999,5,0,1,0.8888888888888888,0.3326982726695555,16.372288599093213
0.03,30.0,0.8999999999999999,5,0,2,0.8888888888888888,0.3243029571115503,14.011801400141465
0.03,30.0,0.8999999999999999,5,0,3,1.0,0.32540539630613974,0.3194624483344622
0.03,30.0,0.8999999999999999,5,0,4,0.8,0.26874935174487086,5.231308540465417
0.03,30.0,0.8999999999999999,5,1,2,0.7777777777777778,0.21010773453608708,23.491053027311608
0.03,30.0,0.8999999999999999,5,1,3,0.8888888888888888,0.2795957555316647,17.330241933271708
0.03,30.0,0.8999999999999999,5,1,4,0.7,0.22846466670318075,19.2436638761464
0.03,30.0,0.8999999999999999,5,2,3,0.8888888888888888,0.2645468486192768,13.808169632827338
0.03,30.0,0.8999999999999999,5,2,4,0.7,0.22331632353981404,14.926486186061116
0.03,30.0,0.8999999999999999,5,3,4,0.8,0.24889930254449685,5.452057377423517
0.03,30.0,0.8999999999999999,6,0,1,0.8888888888888888,0.24161900159790548,4.385324388164026
0.03,30.0,0.8999999999999999,6,0,2,1.0,0.2780803621977629,0.3288809284096753
0.03,30.0,0.8999999999999999,6,0,3,0.7,0.2737542385151227,18.86600500158312
0.03,30.0,0.8999999999999999,6,0,4,1.0,0.210915995124782,0.1807346236236994
0.03,30.0,0.8999999999999999,6,1,2,0.8888888888888888,0.2624821268360318,4.473715730098073
0.03,30.0,0.8999999999999999,6,1,3,0.6,0.33093613516935416,21.74396271944903
0.03,30.0,0.8999999999999999,6,1,4,0.8888888888888888,0.22881990578893383,4.192015699032845
0.03,30.0,0.8999999999999999,6,2,3,0.7,0.3000771068839474,20.07793428555856
0.03,30.0,0.8999999999999999,6,2,4,1.0,0.2717144727968062,0.26857064289253546
0.03,30.0,0.8999999999999999,6,3,4,0.7,0.27725820885734165,18.847033590319963
0.03,30.0,0.8999999999999999,7,0,1,1.0,0.14585752327094345,0.12846671716713323
0.03,30.0,0.8999999999999999,7,0,2,0.6363636363636364,0.19661348154476654,18.63432939348411
0.03,30.0,0.8999999999999999,7,0,3,1.0,0.2876603703231634,0.2915931169947902
0.03,30.0,0.8999999999999999,7,0,4,1.0,0.2683957946477513,0.334064155161043
0.03,30.0,0.8999999999999999,7,1,2,0.6363636363636364,0.1921216145783167,18.287914366245975
0.03,30.0,0.8999999999999999,7,1,3,1.0,0.26950311375582714,0.23710656444192757
0.03,30.0,0.8999999999999999,7,1,4,1.0,0.23058378428512652,0.29980024221187734
0.03,30.0,0.8999999999999999,7,2,3,0.6363636363636364,0.2974067678488075,19.05875711521505
0.03,30.0,0.8999999999999999,7,2,4,0.6363636363636364,0.29584886361920903,18.750516879283385
0.03,30.0,0.8999999999999999,7,3,4,1.0,0.2703233120739821,0.28522854333596426
0.05,0.3,0.015,0,0,1,0.2857142857142857,0.4224152854532742,11.13783478801904
0.05,0.3,0.015,0,0,2,0.2857142857142857,0.461969965307509,9.563337416754528
0.05,0.3,0.015,0,0,3,0.2857142857142857,0.46112019286831146,9.56848485388421
0.05,0.3,0.015,0,0,4,0.38461538461538464,0.48846172477446,8.75332731613656
0.05,0.3,0.015,0,1,2,0.38461538461538464,0.487434055359252,9.060388234396394
0.05,0.3,0.015,0,1,3,0.5,0.4495520297240114,5.600087845190102
0.05,0.3,0.015,0,1,4,0.38461538461538464,0.46643881536350457,7.693807107664857
0.05,0.3,0.015,0,2,3,0.38461538461538464,0.4916545616827048,5.911619970469516
0.05,0.3,0.015,0,2,4,0.5,0.43986163325063105,7.909954168359286
0.05,0.3,0.015,0,3,4,0.5,0.5099633065256409,5.3298551748085155
0.05,0.3,0.015,1,0,1,0.5,0.3891996894337989,8.49661751085293
0.05,0.3,0.015,1,0,2,0.38461538461538464,0.468437895595926,8.864211391556966
0.05,0.3,0.015,1,0,3,0.38461538461538464,0.4891015293862482,10.887977073329505
0.05,0.3,0.015,1,0,4,0.5,0.5010454801541948,7.495089461552363
0.05,0.3,0.015,1,1,2,0.2,0.4560048676420611,8.16321357208037
0.05,0.3,0.015,1,1,3,0.8,0.4813754334386473,5.809327266066434
0.05,0.3,0.015,1,1,4,0.38461538461538464,0.4521886766370214,8.342879367437723
0.05,0.3,0.015,1,2,3,0.2,0.48647168327348317,9.211426655758356
0.05,0.3,0.015,1,2,4,0.5,0.4898621343049343,6.406926370952654
0.05,0.3,0.015,1,3,4,0.2857142857142857,0.526263997198004,10.38536239663635
0.05,0.3,0.015,2,0,1,0.38461538461538464,0.46825791436921094,7.201171226601453
0.05,0.3,0.015,2,0,2,0.38461538461538464,0.44621759959999413,8.320230135053766
0.05,0.3,0.015,2,0,3,0.2857142857142857,0.45070737166050967,6.718303212262118
0.05,0.3,0.015,2,0,4,0.2857142857142857,0.4398606922771516,9.450165630212538
0.05,0.3,0.015,2,1,2,0.5,0.4821896071144761,7.322565253090402
0.05,0.3,0.015,2,1,3,0.2857142857142857,0.4292403726928837,7.5526086705462605
0.05,0.3,0.015,2,1,4,0.2857142857142857,0.5026661521201808,8.43268966815764
0.05,0.3,0.015,2,2,3,0.2857142857142857,0.44799450853264794,9.37792441616499
0.05,0.3,0.015,2,2,4,0.6363636363636364,0.4179386472189276,5.177855648687304
0.05,0.3,0.015,2,3,4,0.2857142857142857,0.4118934105208781,7.937113541684069
0.05,0.3,0.015,3,0,1,0.2857142857142857,0.463144011121095,7.2530899650738165
0.05,0.3,0.015,3,0,2,0.5,0.45026868473874515,6.980058679593236
0.05,0.3,0.015,3,0,3,0.2,0.47631415146771683,8.228417395616999
0.05,0.3,0.015,3,0,4,0.38461538461538464,0.467116331927171,8.42407185711278
0.05,0.3,0.015,3,1,2,0.5,0.46492899708181346,7.4693362733713045
0.05,0.3,0.015,3,1,3,0.5,0.44567587727326013,7.243345343152287
0.05,0.3,0.015,3,1,4,0.2857142857142857,0.5306229325493573,8.331861749748901
0.05,0.3,0.015,3,2,3,0.5,0.43792670853675386,3.625575368491644
0.05,0.3,0.015,3,2,4,0.2,0.47484691066030915,11.791499115023708
0.05,0.3,0.015,3,3,4,0.2857142857142857,0.516082281517075,10.439295311026514
0.05,0.3,0.015,4,0,1,0.5,0.428848470263798,6.801020567621847
0.05,0.3,0.015,4,0,2,0.38461538461538464,0.47390017066692525,8.816474292071362
0.05,0.3,0.015,4,0,3,0.6363636363636364,0.45965860295738536,5.746244236990776
0.05,0.3,0.015,4,0,4,0.2857142857142857,0.4598585886827995,9.14164425664627
0.05,0.3,0.015,4,1,2,0.2,0.42259265170792515,12.527155807614974
0.05,0.3,0.015,4,1,3,0.5,0.43844012243107866,7.890409974935848
0.05,0.3,0.015,4,1,4,0.38461538461538464,0.4965755099407837,9.902686117331843
0.05,0.3,0.015,4,2,3,0.38461538461538464,0.46849936661990865,9.427038536976035
0.05,0.3,0.015,4,2,4,0.38461538461538464,0.5161409771155017,10.29876045695837
0.05,0.3,0.015,4,3,4,0.2857142857142857,0.46024480400825607,8.576893943891614
0.05,0.3,0.015,5,0,1,0.5,0.4573363462357737,7.7817440471485275
0.05,0.3,0.015,5,0,2,0.6363636363636364,0.4893003422323784,3.8935593978766856
0.05,0.3,0.015,5,0,3,0.38461538461538464,0.4675291312299419,8.172117981214399
0.05,0.3,0.015,5,0,4,0.5,0.5009165174936209,7.027498991571659
0.05,0.3,0.015,5,1,2,0.38461538461538464,0.48984679496338746,8.46266456315157
0.05,0.3,0.015,5,1,3,0.2,0.42795039887647035,9.587447041460447
0.05,0.3,0.015,5,1,4,0.38461538461538464,0.49372428016931286,11.815446561311884
0.05,0.3,0.015,5,2,3,0.2857142857142857,0.46777094812784326,9.114245796609227
0.05,0.3,0.015,5,2,4,0.38461538461538464,0.46770720855732456,8.760204207567039
0.05,0.3,0.015,5,3,4,0.38461538461538464,0.4859143039609734,4.649327511294464
0.05,0.3,0.015,6,0,1,0.5,0.518224902663763,1.7775708790760456
0.05,0.3,0.015,6,0,2,0.2857142857142857,0.4854788605722844,6.443599911663259
0.05,0.3,0.015,6,0,3,0.2,0.45501176587796477,6.7094295977483025
0.05,0.3,0.015,6,0,4,0.38461538461538464,0.5288070365096966,7.578024949397659
0.05,0.3,0.015,6,1,2,0.2857142857142857,0.5476656409580242,7.138178183801151
0.05,0.3,0.015,6,1,3,0.2,0.5104338507173246,8.567194736048677
0.05,0.3,0.015,6,1,4,0.5,0.47184290897316944,7.564462848391912
0.05,0.3,0.015,6,2,3,0.2857142857142857,0.4382176422598999,6.693694589019996
0.05,0.3,0.015,6,2,4,0.5,0.4946039936455796,5.801398302539072
0.05,0.3,0.015,6,3,4,0.2,0.5018127944040373,9.87042704972374
0.05,0.3,0.015,7,0,1,0.5,0.41347948960431424,8.115385225991407
0.05,0.3,0.015,7,0,2,0.38461538461538464,0.5167026079244111,10.850122596886987
0.05,0.3,0.015,7,0,3,0.38461538461538464,0.45044689421898654,9.107431984795584
0.05,0.3,0.015,7,0,4,0.38461538461538464,0.5087010410347392,6.860886389904169
0.05,0.3,0.015,7,1,2,0.5,0.5110451632107154,6.124706412700378
0.05,0.3,0.015,7,1,3,0.2857142857142857,0.44052307472141705,8.222926860554189
0.05,0.3,0.015,7,1,4,0.2857142857142857,0.4837543583014433,6.50008191466331
0.05,0.3,0.015,7,2,3,0.2857142857142857,0.488821977286154,9.209780899309358
0.05,0.3,0.015,7,2,4,0.38461538461538464,0.4867832952305236,8.82026992742787
0.05,0.3,0.015,7,3,4,0.6363636363636364,0.5095867477113603,4.887087132846487
0.05,1.0,0.05,0,0,1,0.2,0.4076865350399903,15.947043451467636
0.05,1.0,0.05,0,0,2,0.38461538461538464,0.43679256053489884,15.1959653359558
0.05,1.0,0.05,0,0,3,0.38461538461538464,0.42198586902148044,13.00695996823379
0.05,1.0,0.05,0,0,4,0.6363636363636364,0.46692605986753244,9.312229833128324
0.05,1.0,0.05,0,1,2,0.2,0.4648478974749427,16.219682099498385
0.05,1.0,0.05,0,1,3,0.2857142857142857,0.4003714322307315,11.745756632729236
0.05,1.0,0.05,0,1,4,0.5,0.4378309291661274,13.84361246474436
0.05,1.0,0.05,0,2,3,0.2857142857142857,0.4362338025655324,7.931418689761735
0.05,1.0,0.05,0,2,4,0.2857142857142857,0.41779253056582044,14.908090927221687
0.05,1.0,0.05,0,3,4,0.2857142857142857,0.4805981690080183,13.15041009996977
0.05,1.0,0.05,1,0,1,0.5,0.37942962790755835,11.112118673582993
0.05,1.0,0.05,1,0,2,0.125,0.4333839636648691,11.328264334433207
0.05,1.0,0.05,1,0,3,0.2857142857142857,0.4618485628367589,10.587097865631012
0.05,1.0,0.05,1,0,4,0.2857142857142857,0.468815673670448,9.932115797356008
0.05,1.0,0.05,1,1,2,0.2,0.44605045903952495,13.905733570504074
0.05,1.0,0.05,1,1,3,0.5,0.46684390481541266,9.977241252067023
0.05,1.0,0.05,1,1,4,0.5,0.4278623646464206,7.385136616620689
0.05,1.0,0.05,1,2,3,0.38461538461538464,0.4616894243177025,12.568074933877513
0.05,1.0,0.05,1,2,4,0.38461538461538464,0.4468812439702101,11.05707556790687
0.05,1.0,0.05,1,3,4,0.2857142857142857,0.4948388067225033,10.465669594881238
0.05,1.0,0.05,2,0,1,0.38461538461538464,0.43493030040659286,10.280815164124155
0.05,1.0,0.05,2,0,2,0.125,0.3950451153136104,14.261829696501591
0.05,1.0,0.05,2,0,3,0.2857142857142857,0.40089082730898606,13.361175959830442
0.05,1.0,0.05,2,0,4,0.2857142857142857,0.39248809850097083,14.989452078446151
0.05,1.0,0.05,2,1,2,0.2857142857142857,0.4716363696489422,15.473947683247225
0.05,1.0,0.05,2,1,3,0.2,0.38892763141829473,14.52882227828686
0.05,1.0,0.05,2,1,4,0.38461538461538464,0.46318568805885496,12.452901521221186
0.05,1.0,0.05,2,2,3,0.6363636363636364,0.41161651044504916,5.1287630574999445
0.05,1.0,0.05,2,2,4,0.5,0.36421971447345614,11.485629803903693
0.05,1.0,0.05,2,3,4,0.6363636363636364,0.38145597182546914,10.297891746727421
0.05,1.0,0.05,3,0,1,0.2,0.41471635375236454,10.981446390497974
0.05,1.0,0.05,3,0,2,0.38461538461538464,0.42938656525771984,9.659142160354657
0.05,1.0,0.05,3,0,3,0.2857142857142857,0.4307695179582005,9.640936891061656
0.05,1.0,0.05,3,0,4,0.38461538461538464,0.4347238369967951,8.46531418916996
0.05,1.0,0.05,3,1,2,0.2,0.43847176456698933,10.122126434408806
0.05,1.0,0.05,3,1,3,0.38461538461538464,0.40675752314406066,9.943463384682758
0.05,1.0,0.05,3,1,4,0.2857142857142857,0.4795933614656077,9.252544521008808
0.05,1.0,0.05,3,2,3,0.5,0.4024096080838499,1.7482797986470542
0.05,1.0,0.05,3,2,4,0.2857142857142857,0.4581867608529285,10.88760401660182
0.05,1.0,0.05,3,3,4,0.2,0.46459357296176496,11.358035228242754
0.05,1.0,0.05,4,0,1,0.8,0.3984976905926208,5.449965602944452
0.05,1.0,0.05,4,0,2,0.2,0.45064647451091255,15.845925446774535
0.05,1.0,0.05,4,0,3,0.5,0.4470928802289836,13.822292692532486
0.05,1.0,0.05,4,0,4,0.2857142857142857,0.4302396738985344,11.890699078432013
0.05,1.0,0.05,4,1,2,0.2857142857142857,0.3848942551203396,15.990522853027247
0.05,1.0,0.05,4,1,3,0.38461538461538464,0.40470010326223865,15.054278015180776
0.05,1.0,0.05,4,1,4,0.5,0.45020780825696755,11.256849784976735
0.05,1.0,0.05,4,2,3,0.2857142857142857,0.429213679599586,14.136780334604854
0.05,1.0,0.05,4,2,4,0.2857142857142857,0.4818797378712334,9.342416420530242
0.05,1.0,0.05,4,3,4,0.2857142857142857,0.4391653823866431,11.58226001871888
0.05,1.0,0.05,5,0,1,0.2857142857142857,0.38636987270913653,11.82377765962225
0.05,1.0,0.05,5,0,2,0.8,0.46540251926592346,6.719956534291143
0.05,1.0,0.05,5,0,3,0.5,0.4515343357834077,11.213331652715038
0.05,1.0,0.05,5,0,4,0.5,0.4782806821146308,5.432835155825669
0.05,1.0,0.05,5,1,2,0.2857142857142857,0.4622696599872903,14.668472242771756
0.05,1.0,0.05,5,1,3,0.2857142857142857,0.36882244732369346,5.056218165937809
0.05,1.0,0.05,5,1,4,0.2,0.4585659189348129,14.874988515920357
0.05,1.0,0.05,5,2,3,0.38461538461538464,0.4419412590631997,13.302246452312623
0.05,1.0,0.05,5,2,4,0.5,0.4286959832300235,9.039475148448219
0.05,1.0,0.05,5,3,4,0.38461538461538464,0.44683248296763123,13.330115221767178
0.05,1.0,0.05,6,0,1,0.5,0.46759720778892044,10.35528565993405
0.05,1.0,0.05,6,0,2,0.125,0.44574899727955963,17.573679141802227
0.05,1.0,0.05,6,0,3,0.38461538461538464,0.38807679153870717,10.38795219080427
0.05,1.0,0.05,6,0,4,0.5,0.4624287925750517,8.022782379600987
0.05,1.0,0.05,6,1,2,0.38461538461538464,0.5036800196262828,13.871407011951277
0.05,1.0,0.05,6,1,3,0.5,0.445569649983927,10.873957723928715
0.05,1.0,0.05,6,1,4,0.38461538461538464,0.41635262513909127,10.608785319909945
0.05,1.0,0.05,6,2,3,0.5,0.40501951701193617,11.179354549054748
0.05,1.0,0.05,6,2,4,0.2857142857142857,0.4460972247681921,12.982732300683685
0.05,1.0,0.05,6,3,4,0.5,0.45476666979594554,8.53386588289091
0.05,1.0,0.05,7,0,1,0.38461538461538464,0.3904578866395763,7.953364531214921
0.05,1.0,0.05,7,0,2,0.38461538461538464,0.4817331537451344,8.291881765026055
0.05,1.0,0.05,7,0,3,0.5,0.4230711420994133,6.419699625509223
0.05,1.0,0.05,7,0,4,0.2857142857142857,0.4528609162105852,7.4636004029936585
0.05,1.0,0.05,7,1,2,0.6363636363636364,0.4762291915648211,1.6074764662455703
0.05,1.0,0.05,7,1,3,0.38461538461538464,0.4057498059596236,10.168380252443491
0.05,1.0,0.05,7,1,4,0.38461538461538464,0.45725208866986883,7.780968249977807
0.05,1.0,0.05,7,2,3,0.38461538461538464,0.4438984444735231,9.578754734628035
0.05,1.0,0.05,7,2,4,0.5,0.46167419510818963,8.24862000915932
0.05,1.0,0.05,7,3,4,0.2857142857142857,0.4687127145779523,9.813502662132661
0.05,3.0,0.15000000000000002,0,0,1,0.5,0.3949682416437954,15.427103898545974
0.05,3.0,0.15000000000000002,0,0,2,0.6363636363636364,0.4128984031137145,11.963977346633289
0.05,3.0,0.15000000000000002,0,0,3,0.5,0.38264490162190445,15.02439616224224
0.05,3.0,0.15000000000000002,0,0,4,0.5,0.44119772131231144,13.420420419859184
0.05,3.0,0.15000000000000002,0,1,2,0.5,0.43068140263646654,12.946009426892576
0.05,3.0,0.15000000000000002,0,1,3,0.6363636363636364,0.35847927757316894,12.038815431585993
0.05,3.0,0.15000000000000002,0,1,4,0.5,0.4045124581546496,5.751163928652993
0.05,3.0,0.15000000000000002,0,2,3,0.2857142857142857,0.39488790212138863,11.48492320649242
0.05,3.0,0.15000000000000002,0,2,4,0.38461538461538464,0.3705908338700028,12.807008537494871
0.05,3.0,0.15000000000000002,0,3,4,0.38461538461538464,0.4491116616253115,12.758633238419598
0.05,3.0,0.15000000000000002,1,0,1,0.38461538461538464,0.34461805586447314,16.781297943439174
0.05,3.0,0.15000000000000002,1,0,2,0.2,0.37333970068098987,20.394742797534466
0.05,3.0,0.15000000000000002,1,0,3,0.8,0.41284878018086374,5.991536007405807
0.05,3.0,0.15000000000000002,1,0,4,0.8,0.43524411088663173,6.883848708742569
0.05,3.0,0.15000000000000002,1,1,2,0.38461538461538464,0.4092127476000296,15.367893332476319
0.05,3.0,0.15000000000000002,1,1,3,0.2857142857142857,0.43634107792881693,19.935069690525353
0.05,3.0,0.15000000000000002,1,1,4,0.38461538461538464,0.4022864361556246,13.89604453296111
0.05,3.0,0.15000000000000002,1,2,3,0.2857142857142857,0.4394723889202258,19.917148702429436
