dataset,assignment,train_size,test_size,length,class_count,method,accuracy,balanced_accuracy,macro_f1,transform_seconds,head_fit_seconds,head_predict_seconds,feature_count,representation_seconds
SmallKitchenAppliances,discovery,375,375,720,3,hcrd_minirocket,0.776,0.7760000000000001,0.7753616461153571,1.9606391000561416,0.22529249999206513,0.01303199992980808,9996,21.602098000003025
SmallKitchenAppliances,discovery,375,375,720,3,hcrd_energy,0.784,0.7840000000000001,0.7836538461538461,0.0,0.03371270000934601,0.000584700028412044,85,21.602098000003025
SmallKitchenAppliances,discovery,375,375,720,3,hcrd_structure,0.768,0.7680000000000001,0.7680295258057462,0.0,0.0829840999795124,0.0020454999757930636,595,21.602098000003025
SmallKitchenAppliances,discovery,375,375,720,3,hcrd_hybrid,0.7626666666666667,0.7626666666666667,0.7621500148381868,1.9606391000561416,0.18131090002134442,0.024726900039240718,10591,21.602098000003025
SonyAIBORobotSurface2,discovery,27,953,65,2,raw_minirocket,0.9213011542497377,0.9294706923865437,0.9185871814819582,0.0901034000562504,0.011111799976788461,0.025644000037573278,9996,0.0357224999461323
SonyAIBORobotSurface2,discovery,27,953,65,2,wavelet_minirocket,0.9391395592864638,0.941848383188892,0.9363648504273505,0.239393699914217,0.015379499993287027,0.032694699941203,9996,0.2709603999974206
SonyAIBORobotSurface2,discovery,27,953,65,2,hcrd_minirocket,0.8583420776495279,0.8644231665268847,0.8537986442950732,0.2605753999669105,0.021845099981874228,0.040895999991334975,9996,21.24129819998052
SonyAIBORobotSurface2,discovery,27,953,65,2,hcrd_energy,0.7093389296956978,0.651719317864132,0.6543887280720704,0.0,0.0037664000410586596,0.0007377999136224389,85,21.24129819998052
SonyAIBORobotSurface2,discovery,27,953,65,2,hcrd_structure,0.7124868835257083,0.6724536389898426,0.677722650078989,0.0,0.003660600050352514,0.00411139999050647,595,21.24129819998052
SonyAIBORobotSurface2,discovery,27,953,65,2,hcrd_hybrid,0.8646379853095488,0.8695252073432113,0.8599699521489681,0.2605753999669105,0.013104799902066588,0.0649092000676319,10591,21.24129819998052
SwedishLeaf,discovery,500,625,128,15,raw_minirocket,0.9616,0.9631157110970776,0.9617186680253256,0.19085159990936518,0.3716770999599248,0.03892459999769926,9996,0.038536999956704676
SwedishLeaf,discovery,500,625,128,15,wavelet_minirocket,0.9632,0.9646085304470399,0.9640832656793206,0.6013166999910027,0.30444390000775456,0.01843079994432628,9996,0.35465790005400777
SwedishLeaf,discovery,500,625,128,15,hcrd_minirocket,0.936,0.9385512659115144,0.9364999836361132,0.5863703000359237,0.3804695999715477,0.02616929996293038,9996,27.654271899955347
SwedishLeaf,discovery,500,625,128,15,hcrd_energy,0.6704,0.6729105883024213,0.6611590856224823,0.0,0.05000299995299429,0.0020782999927178025,85,27.654271899955347
SwedishLeaf,discovery,500,625,128,15,hcrd_structure,0.728,0.7314902097081296,0.7229259262671757,0.0,0.1786331000039354,0.003708799951709807,595,27.654271899955347
SwedishLeaf,discovery,500,625,128,15,hcrd_hybrid,0.936,0.9382309455911941,0.9367976563542915,0.5863703000359237,0.4024430999998003,0.06588099990040064,10591,27.654271899955347
ToeSegmentation1,discovery,40,228,277,2,raw_minirocket,0.9605263157894737,0.9615740740740741,0.960489072879561,0.20178550004493445,0.03126449999399483,0.01095060002990067,9996,0.014240299933589995
ToeSegmentation1,discovery,40,228,277,2,wavelet_minirocket,0.9605263157894737,0.962037037037037,0.9605073230816605,0.5196619000053033,0.036406600032933056,0.024946599965915084,9996,0.12225650006439537
ToeSegmentation1,discovery,40,228,277,2,hcrd_minirocket,0.9605263157894737,0.961111111111111,0.9604647130223687,0.5822796000866219,0.03036410000640899,0.019161200034432113,9996,29.17955559992697
ToeSegmentation1,discovery,40,228,277,2,hcrd_energy,0.7807017543859649,0.7865740740740741,0.7796164553046706,0.0,0.014587300014682114,0.002258199965581298,85,29.17955559992697
ToeSegmentation1,discovery,40,228,277,2,hcrd_structure,0.7850877192982456,0.7912037037037037,0.7838862559241706,0.0,0.015827400027774274,0.006161299999803305,595,29.17955559992697
ToeSegmentation1,discovery,40,228,277,2,hcrd_hybrid,0.956140350877193,0.9569444444444444,0.9560862865947612,0.5822796000866219,0.023743500001728535,0.017313600052148104,10591,29.17955559992697
Trace,discovery,100,100,275,4,raw_minirocket,1.0,1.0,1.0,0.14036820002365857,0.05200699996203184,0.005740799941122532,9996,0.012201300007291138
Trace,discovery,100,100,275,4,wavelet_minirocket,1.0,1.0,1.0,0.33727679995354265,0.051488099968992174,0.005524200038053095,9996,0.09529920003842562
Trace,discovery,100,100,275,4,hcrd_minirocket,1.0,1.0,1.0,0.3794594999635592,0.07799430005252361,0.005577299976721406,9996,34.643223399994895
Trace,discovery,100,100,275,4,hcrd_energy,0.89,0.9027093596059114,0.8883928571428571,0.0,0.019396200077608228,0.0010636000661179423,85,34.643223399994895
Trace,discovery,100,100,275,4,hcrd_structure,0.98,0.9824507389162562,0.9817318149830465,0.0,0.01906690001487732,0.001950099947862327,595,34.643223399994895
Trace,discovery,100,100,275,4,hcrd_hybrid,1.0,1.0,1.0,0.3794594999635592,0.05568849993869662,0.010116200079210103,10591,34.643223399994895
TwoPatterns,discovery,1000,4000,128,4,raw_minirocket,0.99675,0.9967461543277216,0.9967395228778199,0.46291709993965924,0.7797758999513462,0.1236526999855414,9996,0.23406679998151958
TwoPatterns,discovery,1000,4000,128,4,wavelet_minirocket,0.9825,0.9824866018882901,0.9825135288888458,2.5050227000610903,0.922195199993439,0.12206650001462549,9996,1.8554060999304056
TwoPatterns,discovery,1000,4000,128,4,hcrd_minirocket,0.98175,0.9817713961426162,0.981711748078387,2.4073486999841407,0.8358975999290124,0.11201460007578135,9996,52.43397690006532
TwoPatterns,discovery,1000,4000,128,4,hcrd_energy,0.5625,0.5638533279644053,0.46751742469871677,0.0,0.03920900006778538,0.0031518000178039074,85,52.43397690006532
TwoPatterns,discovery,1000,4000,128,4,hcrd_structure,0.74625,0.7468397443624035,0.7326419083869461,0.0,0.36076429998502135,0.015250700060278177,595,52.43397690006532
TwoPatterns,discovery,1000,4000,128,4,hcrd_hybrid,0.9795,0.9794952020995185,0.9794248756391717,2.4073486999841407,0.7599441000493243,0.24910340004134923,10591,52.43397690006532
UWaveGestureLibraryAll,discovery,896,3582,945,8,raw_minirocket,0.9706867671691792,0.9707306074041404,0.970586041649486,1.9932920000283048,0.7310463000321761,0.1293805999448523,9996,0.15394350001588464
UWaveGestureLibraryAll,discovery,896,3582,945,8,wavelet_minirocket,0.9692908989391401,0.9693533996663966,0.9691203456505192,21.60452549997717,0.6625237000407651,0.11603889998514205,9996,1.7332195999333635
UWaveGestureLibraryAll,discovery,896,3582,945,8,hcrd_minirocket,0.9544946957007259,0.9545388145479632,0.9542648802534139,21.599902700050734,0.5848342999815941,0.10773000004701316,9996,76.43960759998299
UWaveGestureLibraryAll,discovery,896,3582,945,8,hcrd_energy,0.4704075935231714,0.47159565729838365,0.44176443392087544,0.0,0.04112349997740239,0.0027836000081151724,85,76.43960759998299
UWaveGestureLibraryAll,discovery,896,3582,945,8,hcrd_structure,0.8009491903964265,0.8014340925875736,0.7990433840866811,0.0,0.33096849999856204,0.012085200054571033,595,76.43960759998299
UWaveGestureLibraryAll,discovery,896,3582,945,8,hcrd_hybrid,0.9617532104969291,0.9617814673028331,0.9615388230239861,21.599902700050734,0.6528498999541625,0.22237640002276748,10591,76.43960759998299
UWaveGestureLibraryY,discovery,896,3582,315,8,raw_minirocket,0.7788944723618091,0.7795248899453744,0.7762560637042695,1.0495951999910176,0.8246874999022111,0.1294072000309825,9996,0.13418490008916706
UWaveGestureLibraryY,discovery,896,3582,315,8,wavelet_minirocket,0.7629815745393634,0.7635914234301447,0.7594357596587646,5.375614800024778,0.7237132000736892,0.10109289991669357,9996,1.2246209000004455
UWaveGestureLibraryY,discovery,896,3582,315,8,hcrd_minirocket,0.7431602456728085,0.7438010743201756,0.7405091334497421,5.486479999963194,0.7687915000133216,0.1138564000139013,9996,41.70010540005751
UWaveGestureLibraryY,discovery,896,3582,315,8,hcrd_energy,0.4444444444444444,0.44603237515846145,0.4243409840884331,0.0,0.0387474000453949,0.002458799979649484,85,41.70010540005751
UWaveGestureLibraryY,discovery,896,3582,315,8,hcrd_structure,0.5689558905639308,0.5703011604570274,0.5567066612044236,0.0,0.32727170002181083,0.016273000044748187,595,41.70010540005751
UWaveGestureLibraryY,discovery,896,3582,315,8,hcrd_hybrid,0.7370184254606366,0.737691540556485,0.7343502225498004,5.486479999963194,0.8194824999663979,0.24377870000898838,10591,41.70010540005751
UWaveGestureLibraryZ,discovery,896,3582,315,8,raw_minirocket,0.7989949748743719,0.8005065807303939,0.7947940076813577,1.0956164000090212,1.0203739000717178,0.12907989998348057,9996,0.17860840004868805
UWaveGestureLibraryZ,discovery,896,3582,315,8,wavelet_minirocket,0.7872696817420436,0.788803752497281,0.7834437650733772,6.846654399996623,1.0522893999004737,0.13823410007171333,9996,1.4868599999463186
UWaveGestureLibraryZ,discovery,896,3582,315,8,hcrd_minirocket,0.765214963707426,0.7669689451090228,0.7606910432347559,6.831987599958666,0.950482500018552,0.14970029995311052,9996,58.845911300042644
UWaveGestureLibraryZ,discovery,896,3582,315,8,hcrd_energy,0.434394193188163,0.43620703072585765,0.40472869868120115,0.0,0.056076499982737005,0.007990599959157407,85,58.845911300042644
UWaveGestureLibraryZ,discovery,896,3582,315,8,hcrd_structure,0.6041317699609157,0.6062219929334207,0.5914709290943188,0.0,0.4238830000394955,0.01959859998896718,595,58.845911300042644
UWaveGestureLibraryZ,discovery,896,3582,315,8,hcrd_hybrid,0.7629815745393634,0.7647097403780089,0.7583254322070522,6.831987599958666,0.9181345000397414,0.2590714000398293,10591,58.845911300042644
Wafer,discovery,1000,6164,152,2,raw_minirocket,0.9993510707332901,0.9983143893558227,0.9983143893558227,0.6086620999267325,0.7983401999808848,0.18736370000988245,9996,0.27172299998346716
Wafer,discovery,1000,6164,152,2,wavelet_minirocket,0.9978909798831928,0.9955131965210353,0.9945326031371418,3.725455299951136,0.6795716999331489,0.1796747000189498,9996,2.3425719999941066
Wafer,discovery,1000,6164,152,2,hcrd_minirocket,0.9993510707332901,0.9969924812030075,0.998309919244081,3.6299776000669226,0.6261361000360921,0.1424253999721259,9996,53.09098169999197
Wafer,discovery,1000,6164,152,2,hcrd_energy,1.0,1.0,1.0,0.0,0.025699499994516373,0.003117099986411631,85,53.09098169999197
Wafer,discovery,1000,6164,152,2,hcrd_structure,0.999675535366645,0.999818148754319,0.9991583070884635,0.0,0.23130129999481142,0.018580000032670796,595,53.09098169999197
Wafer,discovery,1000,6164,152,2,hcrd_hybrid,0.9998377676833226,0.9992481203007519,0.9995783185980858,3.6299776000669226,0.7962859999388456,0.4007965000346303,10591,53.09098169999197
Wine,discovery,57,54,234,2,raw_minirocket,0.8703703703703703,0.8703703703703703,0.8692493946731235,0.09457210008986294,0.020337600028142333,0.0021994999842718244,9996,0.00289060000795871
Wine,discovery,57,54,234,2,wavelet_minirocket,0.8518518518518519,0.8518518518518519,0.8510344827586207,0.16681720002088696,0.025218799943104386,0.004117200034670532,9996,0.0265165000455454
Wine,discovery,57,54,234,2,hcrd_minirocket,0.6296296296296297,0.6296296296296297,0.6213183730715287,0.19591470004525036,0.02308159996755421,0.0044741000747308135,9996,18.238201799918897
Wine,discovery,57,54,234,2,hcrd_energy,0.4444444444444444,0.4444444444444444,0.40441176470588236,0.0,0.004387899884022772,0.00042310007847845554,85,18.238201799918897
Wine,discovery,57,54,234,2,hcrd_structure,0.5,0.5,0.4956762365963334,0.0,0.006689899950288236,0.0009157999884337187,595,18.238201799918897
Wine,discovery,57,54,234,2,hcrd_hybrid,0.6296296296296297,0.6296296296296297,0.6213183730715287,0.19591470004525036,0.02638609998393804,0.004388100001960993,10591,18.238201799918897
WordSynonyms,discovery,267,638,270,25,raw_minirocket,0.7586206896551724,0.6201463860149673,0.6382266183369015,0.16641029994934797,0.12485750007908791,0.035438200109638274,9996,0.04157590004615486
WordSynonyms,discovery,267,638,270,25,wavelet_minirocket,0.6865203761755486,0.4956106618492121,0.5236901327089188,0.803439800045453,0.13197280000895262,0.01744839991442859,9996,0.30192220001481473
WordSynonyms,discovery,267,638,270,25,hcrd_minirocket,0.6206896551724138,0.41280243502094144,0.4309742045188037,0.7270728000439703,0.14778440003283322,0.03352539998013526,9996,18.91508929990232
WordSynonyms,discovery,267,638,270,25,hcrd_energy,0.2335423197492163,0.06527216748768472,0.05392181693153789,0.0,0.050670100026763976,0.0011014998890459538,85,18.91508929990232
WordSynonyms,discovery,267,638,270,25,hcrd_structure,0.3793103448275862,0.1587210463077603,0.15024321613742098,0.0,0.062109900056384504,0.003626900026574731,595,18.91508929990232
WordSynonyms,discovery,267,638,270,25,hcrd_hybrid,0.6065830721003135,0.39692200585258663,0.4139423611971694,0.7270728000439703,0.13980020000599325,0.03578679997008294,10591,18.91508929990232
Worms,discovery,181,77,900,5,raw_minirocket,0.7662337662337663,0.7269114219114219,0.7443326626425218,0.26253589999396354,0.08012850000523031,0.003649200079962611,9996,0.010188100044615567
Worms,discovery,181,77,900,5,wavelet_minirocket,0.7532467532467533,0.7115268065268066,0.7197950937950939,1.3239409999223426,0.07827160006854683,0.0031905999640002847,9996,0.08603329991456121
Worms,discovery,181,77,900,5,hcrd_minirocket,0.7142857142857143,0.670081585081585,0.6935091935091935,1.272809399990365,0.06797570001799613,0.0033976000268012285,9996,23.29077820002567
Worms,discovery,181,77,900,5,hcrd_energy,0.6883116883116883,0.6061421911421911,0.63003663003663,0.0,0.03161520010326058,0.000802299939095974,85,23.29077820002567
Worms,discovery,181,77,900,5,hcrd_structure,0.7272727272727273,0.6575874125874126,0.6911717651487473,0.0,0.019565599970519543,0.0006122000049799681,595,23.29077820002567
Worms,discovery,181,77,900,5,hcrd_hybrid,0.7662337662337663,0.7269114219114219,0.7396694802781759,1.272809399990365,0.06764829996973276,0.0049239000072702765,10591,23.29077820002567
